Gender,Age,CreditScore,MonthlyIncome,Country,CampaignSchema ,No Order,Order
Female,30,600,3500,Japan,Instagram-ads,0.514,0.486
Female,30,600,3500,Japan,Twitter-ads,0.518,0.482
Female,30,600,3500,Spain,Billboard-QR code,0.491,0.509
Female,30,600,3500,Spain,E-mails,0.495,0.505
Female,30,600,3500,Spain,Facebook-ads,0.498,0.502
Female,30,600,3500,Spain,Google-ads,0.502,0.498
Female,30,600,3500,Spain,Instagram-ads,0.505,0.495
Female,30,600,3500,Spain,Twitter-ads,0.509,0.491
Female,30,600,3500,UK,Billboard-QR code,0.483,0.517
Female,30,600,3500,UK,E-mails,0.486,0.514
Female,30,600,3500,UK,Facebook-ads,0.49,0.51
Female,30,600,3500,UK,Google-ads,0.493,0.507
Female,30,600,3500,UK,Instagram-ads,0.497,0.503
Female,30,600,3500,UK,Twitter-ads,0.501,0.499
Female,30,600,3500,USA,Billboard-QR code,0.474,0.526
Female,30,600,3500,USA,E-mails,0.478,0.522
Female,30,600,3500,USA,Facebook-ads,0.481,0.519
Female,30,600,3500,USA,Google-ads,0.485,0.515
Female,30,600,3500,USA,Instagram-ads,0.488,0.512
Female,30,600,3500,USA,Twitter-ads,0.492,0.508
Female,30,600,4500,Australia,Billboard-QR code,0.524,0.476
Female,30,600,4500,Australia,E-mails,0.527,0.473
Female,30,600,4500,Australia,Facebook-ads,0.531,0.469
Female,30,600,4500,Australia,Google-ads,0.534,0.466
Female,30,600,4500,Australia,Instagram-ads,0.538,0.462
Female,30,600,4500,Australia,Twitter-ads,0.542,0.458
Female,30,600,4500,Canada,Billboard-QR code,0.515,0.485
Female,30,600,4500,Canada,E-mails,0.519,0.481
Female,30,600,4500,Canada,Facebook-ads,0.522,0.478
Female,30,600,4500,Canada,Google-ads,0.526,0.474
Female,30,600,4500,Canada,Instagram-ads,0.53,0.47
Female,30,600,4500,Canada,Twitter-ads,0.533,0.467
Female,30,600,4500,China,Billboard-QR code,0.507,0.493
Female,30,600,4500,China,E-mails,0.51,0.49
Female,30,600,4500,China,Facebook-ads,0.514,0.486
Female,30,600,4500,China,Google-ads,0.517,0.483
Female,30,600,4500,China,Instagram-ads,0.521,0.479
Female,30,600,4500,China,Twitter-ads,0.525,0.475
Female,30,600,4500,India,Billboard-QR code,0.498,0.502
Female,30,600,4500,India,E-mails,0.502,0.498
Female,30,600,4500,India,Facebook-ads,0.505,0.495
Female,30,600,4500,India,Google-ads,0.509,0.491
Female,30,600,4500,India,Instagram-ads,0.513,0.487
Female,30,600,4500,India,Twitter-ads,0.516,0.484
Female,30,600,4500,Italy,Billboard-QR code,0.49,0.51
Female,30,600,4500,Italy,E-mails,0.493,0.507
Female,30,600,4500,Italy,Facebook-ads,0.497,0.503
Female,30,600,4500,Italy,Google-ads,0.5,0.5
Female,30,600,4500,Italy,Instagram-ads,0.504,0.496
Female,30,600,4500,Italy,Twitter-ads,0.508,0.492
Female,30,600,4500,Japan,Billboard-QR code,0.481,0.519
Female,30,600,4500,Japan,E-mails,0.485,0.515
Female,30,600,4500,Japan,Facebook-ads,0.488,0.512
Female,30,600,4500,Japan,Google-ads,0.492,0.508
Female,30,600,4500,Japan,Instagram-ads,0.495,0.505
Female,30,600,4500,Japan,Twitter-ads,0.499,0.501
Female,30,600,4500,Spain,Billboard-QR code,0.473,0.527
Female,30,600,4500,Spain,E-mails,0.476,0.524
Female,30,600,4500,Spain,Facebook-ads,0.48,0.52
Female,30,600,4500,Spain,Google-ads,0.483,0.517
Female,30,600,4500,Spain,Instagram-ads,0.487,0.513
Female,30,600,4500,Spain,Twitter-ads,0.491,0.509
Female,30,600,4500,UK,Billboard-QR code,0.464,0.536
Female,30,600,4500,UK,E-mails,0.468,0.532
Female,30,600,4500,UK,Facebook-ads,0.471,0.529
Female,30,600,4500,UK,Google-ads,0.475,0.525
Female,30,600,4500,UK,Instagram-ads,0.478,0.522
Female,30,600,4500,UK,Twitter-ads,0.482,0.518
Female,30,600,4500,USA,Billboard-QR code,0.456,0.544
Female,30,600,4500,USA,E-mails,0.459,0.541
Female,30,600,4500,USA,Facebook-ads,0.463,0.537
Female,30,600,4500,USA,Google-ads,0.466,0.534
Female,30,600,4500,USA,Instagram-ads,0.47,0.53
Female,30,600,4500,USA,Twitter-ads,0.474,0.526
Female,30,600,5500,Australia,Billboard-QR code,0.505,0.495
Female,30,600,5500,Australia,E-mails,0.509,0.491
Female,30,600,5500,Australia,Facebook-ads,0.512,0.488
Female,30,600,5500,Australia,Google-ads,0.516,0.484
Female,30,600,5500,Australia,Instagram-ads,0.52,0.48
Female,30,600,5500,Australia,Twitter-ads,0.523,0.477
Female,30,600,5500,Canada,Billboard-QR code,0.497,0.503
Female,30,600,5500,Canada,E-mails,0.5,0.5
Female,30,600,5500,Canada,Facebook-ads,0.504,0.496
Female,30,600,5500,Canada,Google-ads,0.507,0.493
Female,30,600,5500,Canada,Instagram-ads,0.511,0.489
Female,30,600,5500,Canada,Twitter-ads,0.515,0.485
Female,30,600,5500,China,Billboard-QR code,0.488,0.512
Female,30,600,5500,China,E-mails,0.492,0.508
Female,30,600,5500,China,Facebook-ads,0.495,0.505
Female,30,600,5500,China,Google-ads,0.499,0.501
Female,30,600,5500,China,Instagram-ads,0.503,0.497
Female,30,600,5500,China,Twitter-ads,0.506,0.494
Female,30,600,5500,India,Billboard-QR code,0.48,0.52
Female,30,600,5500,India,E-mails,0.483,0.517
Female,30,600,5500,India,Facebook-ads,0.487,0.513
Female,30,600,5500,India,Google-ads,0.49,0.51
Female,30,600,5500,India,Instagram-ads,0.494,0.506
Female,30,600,5500,India,Twitter-ads,0.498,0.502
Female,30,600,5500,Italy,Billboard-QR code,0.471,0.529
Female,30,600,5500,Italy,E-mails,0.475,0.525
Female,30,600,5500,Italy,Facebook-ads,0.478,0.522
Female,30,600,5500,Italy,Google-ads,0.482,0.518
Female,30,600,5500,Italy,Instagram-ads,0.486,0.514
Female,30,600,5500,Italy,Twitter-ads,0.489,0.511
Female,30,600,5500,Japan,Billboard-QR code,0.463,0.537
Female,30,600,5500,Japan,E-mails,0.466,0.534
Female,30,600,5500,Japan,Facebook-ads,0.47,0.53
Female,30,600,5500,Japan,Google-ads,0.473,0.527
Female,30,600,5500,Japan,Instagram-ads,0.477,0.523
Female,30,600,5500,Japan,Twitter-ads,0.481,0.519
Female,30,600,5500,Spain,Billboard-QR code,0.454,0.546
Female,30,600,5500,Spain,E-mails,0.458,0.542
Female,30,600,5500,Spain,Facebook-ads,0.461,0.539
Female,30,600,5500,Spain,Google-ads,0.465,0.535
Female,30,600,5500,Spain,Instagram-ads,0.469,0.531
Female,30,600,5500,Spain,Twitter-ads,0.472,0.528
Female,30,600,5500,UK,Billboard-QR code,0.446,0.554
Female,30,600,5500,UK,E-mails,0.449,0.551
Female,30,600,5500,UK,Facebook-ads,0.453,0.547
Female,30,600,5500,UK,Google-ads,0.457,0.543
Female,30,600,5500,UK,Instagram-ads,0.46,0.54
Female,30,600,5500,UK,Twitter-ads,0.464,0.536
Female,30,600,5500,USA,Billboard-QR code,0.438,0.562
Female,30,600,5500,USA,E-mails,0.441,0.559
Female,30,600,5500,USA,Facebook-ads,0.445,0.555
Female,30,600,5500,USA,Google-ads,0.448,0.552
Female,30,600,5500,USA,Instagram-ads,0.452,0.548
Female,30,600,5500,USA,Twitter-ads,0.455,0.545
Female,30,600,6500,Australia,Billboard-QR code,0.487,0.513
Female,30,600,6500,Australia,E-mails,0.49,0.51
Female,30,600,6500,Australia,Facebook-ads,0.494,0.506
Female,30,600,6500,Australia,Google-ads,0.498,0.502
Female,30,600,6500,Australia,Instagram-ads,0.501,0.499
Female,30,600,6500,Australia,Twitter-ads,0.505,0.495
Female,30,600,6500,Canada,Billboard-QR code,0.478,0.522
Female,30,600,6500,Canada,E-mails,0.482,0.518
Female,30,600,6500,Canada,Facebook-ads,0.485,0.515
Female,30,600,6500,Canada,Google-ads,0.489,0.511
Female,30,600,6500,Canada,Instagram-ads,0.493,0.507
Female,30,600,6500,Canada,Twitter-ads,0.496,0.504
Female,30,600,6500,China,Billboard-QR code,0.47,0.53
Female,30,600,6500,China,E-mails,0.473,0.527
Female,30,600,6500,China,Facebook-ads,0.477,0.523
Female,30,600,6500,China,Google-ads,0.48,0.52
Female,30,600,6500,China,Instagram-ads,0.484,0.516
Female,30,600,6500,China,Twitter-ads,0.488,0.512
Female,30,600,6500,India,Billboard-QR code,0.461,0.539
Female,30,600,6500,India,E-mails,0.465,0.535
Female,30,600,6500,India,Facebook-ads,0.468,0.532
Female,30,600,6500,India,Google-ads,0.472,0.528
Female,30,600,6500,India,Instagram-ads,0.476,0.524
Female,30,600,6500,India,Twitter-ads,0.479,0.521
Female,30,600,6500,Italy,Billboard-QR code,0.453,0.547
Female,30,600,6500,Italy,E-mails,0.456,0.544
Female,30,600,6500,Italy,Facebook-ads,0.46,0.54
Female,30,600,6500,Italy,Google-ads,0.464,0.536
Female,30,600,6500,Italy,Instagram-ads,0.467,0.533
Female,30,600,6500,Italy,Twitter-ads,0.471,0.529
Female,30,600,6500,Japan,Billboard-QR code,0.444,0.556
Female,30,600,6500,Japan,E-mails,0.448,0.552
Female,30,600,6500,Japan,Facebook-ads,0.452,0.548
Female,30,600,6500,Japan,Google-ads,0.455,0.545
Female,30,600,6500,Japan,Instagram-ads,0.459,0.541
Female,30,600,6500,Japan,Twitter-ads,0.462,0.538
Female,30,600,6500,Spain,Billboard-QR code,0.436,0.564
Female,30,600,6500,Spain,E-mails,0.44,0.56
Female,30,600,6500,Spain,Facebook-ads,0.443,0.557
Female,30,600,6500,Spain,Google-ads,0.447,0.553
Female,30,600,6500,Spain,Instagram-ads,0.45,0.55
Female,30,600,6500,Spain,Twitter-ads,0.454,0.546
Female,30,600,6500,UK,Billboard-QR code,0.428,0.572
Female,30,600,6500,UK,E-mails,0.431,0.569
Female,30,600,6500,UK,Facebook-ads,0.435,0.565
Female,30,600,6500,UK,Google-ads,0.438,0.562
Female,30,600,6500,UK,Instagram-ads,0.442,0.558
Female,30,600,6500,UK,Twitter-ads,0.445,0.555
Female,30,600,6500,USA,Billboard-QR code,0.419,0.581
Female,30,600,6500,USA,E-mails,0.423,0.577
Female,30,600,6500,USA,Facebook-ads,0.426,0.574
Female,30,600,6500,USA,Google-ads,0.43,0.57
Female,30,600,6500,USA,Instagram-ads,0.433,0.567
Female,30,600,6500,USA,Twitter-ads,0.437,0.563
Female,30,600,7500,Australia,Billboard-QR code,0.468,0.532
Female,30,600,7500,Australia,E-mails,0.472,0.528
Female,30,600,7500,Australia,Facebook-ads,0.475,0.525
Female,30,600,7500,Australia,Google-ads,0.479,0.521
Female,30,600,7500,Australia,Instagram-ads,0.483,0.517
Female,30,600,7500,Australia,Twitter-ads,0.486,0.514
Female,30,600,7500,Canada,Billboard-QR code,0.46,0.54
Female,30,600,7500,Canada,E-mails,0.463,0.537
Female,30,600,7500,Canada,Facebook-ads,0.467,0.533
Female,30,600,7500,Canada,Google-ads,0.471,0.529
Female,30,600,7500,Canada,Instagram-ads,0.474,0.526
Female,30,600,7500,Canada,Twitter-ads,0.478,0.522
Female,30,600,7500,China,Billboard-QR code,0.451,0.549
Female,30,600,7500,China,E-mails,0.455,0.545
Female,30,600,7500,China,Facebook-ads,0.459,0.541
Female,30,600,7500,China,Google-ads,0.462,0.538
Female,30,600,7500,China,Instagram-ads,0.466,0.534
Female,30,600,7500,China,Twitter-ads,0.469,0.531
Female,30,600,7500,India,Billboard-QR code,0.443,0.557
Female,30,600,7500,India,E-mails,0.447,0.553
Female,30,600,7500,India,Facebook-ads,0.45,0.55
Female,30,600,7500,India,Google-ads,0.454,0.546
Female,30,600,7500,India,Instagram-ads,0.457,0.543
Female,30,600,7500,India,Twitter-ads,0.461,0.539
Female,30,600,7500,Italy,Billboard-QR code,0.435,0.565
Female,30,600,7500,Italy,E-mails,0.438,0.562
Female,30,600,7500,Italy,Facebook-ads,0.442,0.558
Female,30,600,7500,Italy,Google-ads,0.445,0.555
Female,30,600,7500,Italy,Instagram-ads,0.449,0.551
Female,30,600,7500,Italy,Twitter-ads,0.452,0.548
Female,30,600,7500,Japan,Billboard-QR code,0.426,0.574
Female,30,600,7500,Japan,E-mails,0.43,0.57
Female,30,600,7500,Japan,Facebook-ads,0.433,0.567
Female,30,600,7500,Japan,Google-ads,0.437,0.563
Female,30,600,7500,Japan,Instagram-ads,0.44,0.56
Female,30,600,7500,Japan,Twitter-ads,0.444,0.556
Female,30,600,7500,Spain,Billboard-QR code,0.418,0.582
Female,30,600,7500,Spain,E-mails,0.421,0.579
Female,30,600,7500,Spain,Facebook-ads,0.425,0.575
Female,30,600,7500,Spain,Google-ads,0.428,0.572
Female,30,600,7500,Spain,Instagram-ads,0.432,0.568
Female,30,600,7500,Spain,Twitter-ads,0.435,0.565
Female,30,600,7500,UK,Billboard-QR code,0.41,0.59
Female,30,600,7500,UK,E-mails,0.413,0.587
Female,30,600,7500,UK,Facebook-ads,0.417,0.583
Female,30,600,7500,UK,Google-ads,0.42,0.58
Female,30,600,7500,UK,Instagram-ads,0.424,0.576
Female,30,600,7500,UK,Twitter-ads,0.427,0.573
Female,30,600,7500,USA,Billboard-QR code,0.402,0.598
Female,30,600,7500,USA,E-mails,0.405,0.595
Female,30,600,7500,USA,Facebook-ads,0.408,0.592
Female,30,600,7500,USA,Google-ads,0.412,0.588
Female,30,600,7500,USA,Instagram-ads,0.415,0.585
Female,30,600,7500,USA,Twitter-ads,0.419,0.581
Female,30,640,3500,Australia,Billboard-QR code,0.519,0.481
Female,30,640,3500,Australia,E-mails,0.523,0.477
Female,30,640,3500,Australia,Facebook-ads,0.526,0.474
Female,30,640,3500,Australia,Google-ads,0.53,0.47
Female,30,640,3500,Australia,Instagram-ads,0.533,0.467
Female,30,640,3500,Australia,Twitter-ads,0.537,0.463
Female,30,640,3500,Canada,Billboard-QR code,0.51,0.49
Female,30,640,3500,Canada,E-mails,0.514,0.486
Female,30,640,3500,Canada,Facebook-ads,0.518,0.482
Female,30,640,3500,Canada,Google-ads,0.521,0.479
Female,30,640,3500,Canada,Instagram-ads,0.525,0.475
Female,30,640,3500,Canada,Twitter-ads,0.528,0.472
Female,30,640,3500,China,Billboard-QR code,0.502,0.498
Female,30,640,3500,China,E-mails,0.506,0.494
Female,30,640,3500,China,Facebook-ads,0.509,0.491
Female,30,640,3500,China,Google-ads,0.513,0.487
Female,30,640,3500,China,Instagram-ads,0.516,0.484
Female,30,640,3500,China,Twitter-ads,0.52,0.48
Female,30,640,3500,India,Billboard-QR code,0.493,0.507
Female,30,640,3500,India,E-mails,0.497,0.503
Female,30,640,3500,India,Facebook-ads,0.501,0.499
Female,30,640,3500,India,Google-ads,0.504,0.496
Female,30,640,3500,India,Instagram-ads,0.508,0.492
Female,30,640,3500,India,Twitter-ads,0.511,0.489
Female,30,640,3500,Italy,Billboard-QR code,0.485,0.515
Female,30,640,3500,Italy,E-mails,0.489,0.511
Female,30,640,3500,Italy,Facebook-ads,0.492,0.508
Female,30,640,3500,Italy,Google-ads,0.496,0.504
Female,30,640,3500,Italy,Instagram-ads,0.499,0.501
Female,30,640,3500,Italy,Twitter-ads,0.503,0.497
Female,30,640,3500,Japan,Billboard-QR code,0.476,0.524
Female,30,640,3500,Japan,E-mails,0.48,0.52
Female,30,640,3500,Japan,Facebook-ads,0.484,0.516
Female,30,640,3500,Japan,Google-ads,0.487,0.513
Female,30,640,3500,Japan,Instagram-ads,0.491,0.509
Female,30,640,3500,Japan,Twitter-ads,0.494,0.506
Female,30,640,3500,Spain,Billboard-QR code,0.468,0.532
Female,30,640,3500,Spain,E-mails,0.472,0.528
Female,30,640,3500,Spain,Facebook-ads,0.475,0.525
Female,30,640,3500,Spain,Google-ads,0.479,0.521
Female,30,640,3500,Spain,Instagram-ads,0.482,0.518
Female,30,640,3500,Spain,Twitter-ads,0.486,0.514
Female,30,640,3500,UK,Billboard-QR code,0.459,0.541
Female,30,640,3500,UK,E-mails,0.463,0.537
Female,30,640,3500,UK,Facebook-ads,0.467,0.533
Female,30,640,3500,UK,Google-ads,0.47,0.53
Female,30,640,3500,UK,Instagram-ads,0.474,0.526
Female,30,640,3500,UK,Twitter-ads,0.477,0.523
Female,30,640,3500,USA,Billboard-QR code,0.451,0.549
Female,30,640,3500,USA,E-mails,0.455,0.545
Female,30,640,3500,USA,Facebook-ads,0.458,0.542
Female,30,640,3500,USA,Google-ads,0.462,0.538
Female,30,640,3500,USA,Instagram-ads,0.465,0.535
Female,30,640,3500,USA,Twitter-ads,0.469,0.531
Female,30,640,4500,Australia,Billboard-QR code,0.5,0.5
Female,30,640,4500,Australia,E-mails,0.504,0.496
Female,30,640,4500,Australia,Facebook-ads,0.508,0.492
Female,30,640,4500,Australia,Google-ads,0.511,0.489
Female,30,640,4500,Australia,Instagram-ads,0.515,0.485
Female,30,640,4500,Australia,Twitter-ads,0.518,0.482
Female,30,640,4500,Canada,Billboard-QR code,0.492,0.508
Female,30,640,4500,Canada,E-mails,0.496,0.504
Female,30,640,4500,Canada,Facebook-ads,0.499,0.501
Female,30,640,4500,Canada,Google-ads,0.503,0.497
Female,30,640,4500,Canada,Instagram-ads,0.506,0.494
Female,30,640,4500,Canada,Twitter-ads,0.51,0.49
Female,30,640,4500,China,Billboard-QR code,0.483,0.517
Female,30,640,4500,China,E-mails,0.487,0.513
Female,30,640,4500,China,Facebook-ads,0.491,0.509
Female,30,640,4500,China,Google-ads,0.494,0.506
Female,30,640,4500,China,Instagram-ads,0.498,0.502
Female,30,640,4500,China,Twitter-ads,0.501,0.499
Female,30,640,4500,India,Billboard-QR code,0.475,0.525
Female,30,640,4500,India,E-mails,0.479,0.521
Female,30,640,4500,India,Facebook-ads,0.482,0.518
Female,30,640,4500,India,Google-ads,0.486,0.514
Female,30,640,4500,India,Instagram-ads,0.489,0.511
Female,30,640,4500,India,Twitter-ads,0.493,0.507
Female,30,640,4500,Italy,Billboard-QR code,0.466,0.534
Female,30,640,4500,Italy,E-mails,0.47,0.53
Female,30,640,4500,Italy,Facebook-ads,0.474,0.526
Female,30,640,4500,Italy,Google-ads,0.477,0.523
Female,30,640,4500,Italy,Instagram-ads,0.481,0.519
Female,30,640,4500,Italy,Twitter-ads,0.484,0.516
Female,30,640,4500,Japan,Billboard-QR code,0.458,0.542
Female,30,640,4500,Japan,E-mails,0.462,0.538
Female,30,640,4500,Japan,Facebook-ads,0.465,0.535
Female,30,640,4500,Japan,Google-ads,0.469,0.531
Female,30,640,4500,Japan,Instagram-ads,0.472,0.528
Female,30,640,4500,Japan,Twitter-ads,0.476,0.524
Female,30,640,4500,Spain,Billboard-QR code,0.45,0.55
Female,30,640,4500,Spain,E-mails,0.453,0.547
Female,30,640,4500,Spain,Facebook-ads,0.457,0.543
Female,30,640,4500,Spain,Google-ads,0.46,0.54
Female,30,640,4500,Spain,Instagram-ads,0.464,0.536
Female,30,640,4500,Spain,Twitter-ads,0.467,0.533
Female,30,640,4500,UK,Billboard-QR code,0.441,0.559
Female,30,640,4500,UK,E-mails,0.445,0.555
Female,30,640,4500,UK,Facebook-ads,0.448,0.552
Female,30,640,4500,UK,Google-ads,0.452,0.548
Female,30,640,4500,UK,Instagram-ads,0.455,0.545
Female,30,640,4500,UK,Twitter-ads,0.459,0.541
Female,30,640,4500,USA,Billboard-QR code,0.433,0.567
Female,30,640,4500,USA,E-mails,0.436,0.564
Female,30,640,4500,USA,Facebook-ads,0.44,0.56
Female,30,640,4500,USA,Google-ads,0.443,0.557
Female,30,640,4500,USA,Instagram-ads,0.447,0.553
Female,30,640,4500,USA,Twitter-ads,0.45,0.55
Female,30,640,5500,Australia,Billboard-QR code,0.482,0.518
Female,30,640,5500,Australia,E-mails,0.486,0.514
Female,30,640,5500,Australia,Facebook-ads,0.489,0.511
Female,30,640,5500,Australia,Google-ads,0.493,0.507
Female,30,640,5500,Australia,Instagram-ads,0.496,0.504
Female,30,640,5500,Australia,Twitter-ads,0.5,0.5
Female,30,640,5500,Canada,Billboard-QR code,0.474,0.526
Female,30,640,5500,Canada,E-mails,0.477,0.523
Female,30,640,5500,Canada,Facebook-ads,0.481,0.519
Female,30,640,5500,Canada,Google-ads,0.484,0.516
Female,30,640,5500,Canada,Instagram-ads,0.488,0.512
Female,30,640,5500,Canada,Twitter-ads,0.491,0.509
Female,30,640,5500,China,Billboard-QR code,0.465,0.535
Female,30,640,5500,China,E-mails,0.469,0.531
Female,30,640,5500,China,Facebook-ads,0.472,0.528
Female,30,640,5500,China,Google-ads,0.476,0.524
Female,30,640,5500,China,Instagram-ads,0.479,0.521
Female,30,640,5500,China,Twitter-ads,0.483,0.517
Female,30,640,5500,India,Billboard-QR code,0.457,0.543
Female,30,640,5500,India,E-mails,0.46,0.54
Female,30,640,5500,India,Facebook-ads,0.464,0.536
Female,30,640,5500,India,Google-ads,0.467,0.533
Female,30,640,5500,India,Instagram-ads,0.471,0.529
Female,30,640,5500,India,Twitter-ads,0.474,0.526
Female,30,640,5500,Italy,Billboard-QR code,0.448,0.552
Female,30,640,5500,Italy,E-mails,0.452,0.548
Female,30,640,5500,Italy,Facebook-ads,0.455,0.545
Female,30,640,5500,Italy,Google-ads,0.459,0.541
Female,30,640,5500,Italy,Instagram-ads,0.462,0.538
Female,30,640,5500,Italy,Twitter-ads,0.466,0.534
Female,30,640,5500,Japan,Billboard-QR code,0.44,0.56
Female,30,640,5500,Japan,E-mails,0.443,0.557
Female,30,640,5500,Japan,Facebook-ads,0.447,0.553
Female,30,640,5500,Japan,Google-ads,0.45,0.55
Female,30,640,5500,Japan,Instagram-ads,0.454,0.546
Female,30,640,5500,Japan,Twitter-ads,0.457,0.543
Female,30,640,5500,Spain,Billboard-QR code,0.431,0.569
Female,30,640,5500,Spain,E-mails,0.435,0.565
Female,30,640,5500,Spain,Facebook-ads,0.438,0.562
Female,30,640,5500,Spain,Google-ads,0.442,0.558
Female,30,640,5500,Spain,Instagram-ads,0.445,0.555
Female,30,640,5500,Spain,Twitter-ads,0.449,0.551
Female,30,640,5500,UK,Billboard-QR code,0.423,0.577
Female,30,640,5500,UK,E-mails,0.427,0.573
Female,30,640,5500,UK,Facebook-ads,0.43,0.57
Female,30,640,5500,UK,Google-ads,0.434,0.566
Female,30,640,5500,UK,Instagram-ads,0.437,0.563
Female,30,640,5500,UK,Twitter-ads,0.441,0.559
Female,30,640,5500,USA,Billboard-QR code,0.415,0.585
Female,30,640,5500,USA,E-mails,0.418,0.582
Female,30,640,5500,USA,Facebook-ads,0.422,0.578
Female,30,640,5500,USA,Google-ads,0.425,0.575
Female,30,640,5500,USA,Instagram-ads,0.429,0.571
Female,30,640,5500,USA,Twitter-ads,0.432,0.568
Female,30,640,6500,Australia,Billboard-QR code,0.464,0.536
Female,30,640,6500,Australia,E-mails,0.467,0.533
Female,30,640,6500,Australia,Facebook-ads,0.471,0.529
Female,30,640,6500,Australia,Google-ads,0.474,0.526
Female,30,640,6500,Australia,Instagram-ads,0.478,0.522
Female,30,640,6500,Australia,Twitter-ads,0.481,0.519
Female,30,640,6500,Canada,Billboard-QR code,0.455,0.545
Female,30,640,6500,Canada,E-mails,0.459,0.541
Female,30,640,6500,Canada,Facebook-ads,0.462,0.538
Female,30,640,6500,Canada,Google-ads,0.466,0.534
Female,30,640,6500,Canada,Instagram-ads,0.469,0.531
Female,30,640,6500,Canada,Twitter-ads,0.473,0.527
Female,30,640,6500,China,Billboard-QR code,0.447,0.553
Female,30,640,6500,China,E-mails,0.45,0.55
Female,30,640,6500,China,Facebook-ads,0.454,0.546
Female,30,640,6500,China,Google-ads,0.457,0.543
Female,30,640,6500,China,Instagram-ads,0.461,0.539
Female,30,640,6500,China,Twitter-ads,0.464,0.536
Female,30,640,6500,India,Billboard-QR code,0.438,0.562
Female,30,640,6500,India,E-mails,0.442,0.558
Female,30,640,6500,India,Facebook-ads,0.445,0.555
Female,30,640,6500,India,Google-ads,0.449,0.551
Female,30,640,6500,India,Instagram-ads,0.452,0.548
Female,30,640,6500,India,Twitter-ads,0.456,0.544
Female,30,640,6500,Italy,Billboard-QR code,0.43,0.57
Female,30,640,6500,Italy,E-mails,0.433,0.567
Female,30,640,6500,Italy,Facebook-ads,0.437,0.563
Female,30,640,6500,Italy,Google-ads,0.44,0.56
Female,30,640,6500,Italy,Instagram-ads,0.444,0.556
Female,30,640,6500,Italy,Twitter-ads,0.448,0.552
Female,30,640,6500,Japan,Billboard-QR code,0.422,0.578
Female,30,640,6500,Japan,E-mails,0.425,0.575
Female,30,640,6500,Japan,Facebook-ads,0.429,0.571
Female,30,640,6500,Japan,Google-ads,0.432,0.568
Female,30,640,6500,Japan,Instagram-ads,0.436,0.564
Female,30,640,6500,Japan,Twitter-ads,0.439,0.561
Female,30,640,6500,Spain,Billboard-QR code,0.413,0.587
Female,30,640,6500,Spain,E-mails,0.417,0.583
Female,30,640,6500,Spain,Facebook-ads,0.42,0.58
Female,30,640,6500,Spain,Google-ads,0.424,0.576
Female,30,640,6500,Spain,Instagram-ads,0.427,0.573
Female,30,640,6500,Spain,Twitter-ads,0.431,0.569
Female,30,640,6500,UK,Billboard-QR code,0.405,0.595
Female,30,640,6500,UK,E-mails,0.409,0.591
Female,30,640,6500,UK,Facebook-ads,0.412,0.588
Female,30,640,6500,UK,Google-ads,0.415,0.585
Female,30,640,6500,UK,Instagram-ads,0.419,0.581
Female,30,640,6500,UK,Twitter-ads,0.422,0.578
Female,30,640,6500,USA,Billboard-QR code,0.397,0.603
Female,30,640,6500,USA,E-mails,0.4,0.6
Female,30,640,6500,USA,Facebook-ads,0.404,0.596
Female,30,640,6500,USA,Google-ads,0.407,0.593
Female,30,640,6500,USA,Instagram-ads,0.411,0.589
Female,30,640,6500,USA,Twitter-ads,0.414,0.586
Female,30,640,7500,Australia,Billboard-QR code,0.445,0.555
Female,30,640,7500,Australia,E-mails,0.449,0.551
Female,30,640,7500,Australia,Facebook-ads,0.452,0.548
Female,30,640,7500,Australia,Google-ads,0.456,0.544
Female,30,640,7500,Australia,Instagram-ads,0.459,0.541
Female,30,640,7500,Australia,Twitter-ads,0.463,0.537
Female,30,640,7500,Canada,Billboard-QR code,0.437,0.563
Female,30,640,7500,Canada,E-mails,0.44,0.56
Female,30,640,7500,Canada,Facebook-ads,0.444,0.556
Female,30,640,7500,Canada,Google-ads,0.447,0.553
Female,30,640,7500,Canada,Instagram-ads,0.451,0.549
Female,30,640,7500,Canada,Twitter-ads,0.454,0.546
Female,30,640,7500,China,Billboard-QR code,0.428,0.572
Female,30,640,7500,China,E-mails,0.432,0.568
Female,30,640,7500,China,Facebook-ads,0.435,0.565
Female,30,640,7500,China,Google-ads,0.439,0.561
Female,30,640,7500,China,Instagram-ads,0.443,0.557
Female,30,640,7500,China,Twitter-ads,0.446,0.554
Female,30,640,7500,India,Billboard-QR code,0.42,0.58
Female,30,640,7500,India,E-mails,0.424,0.576
Female,30,640,7500,India,Facebook-ads,0.427,0.573
Female,30,640,7500,India,Google-ads,0.431,0.569
Female,30,640,7500,India,Instagram-ads,0.434,0.566
Female,30,640,7500,India,Twitter-ads,0.438,0.562
Female,30,640,7500,Italy,Billboard-QR code,0.412,0.588
Female,30,640,7500,Italy,E-mails,0.415,0.585
Female,30,640,7500,Italy,Facebook-ads,0.419,0.581
Female,30,640,7500,Italy,Google-ads,0.422,0.578
Female,30,640,7500,Italy,Instagram-ads,0.426,0.574
Female,30,640,7500,Italy,Twitter-ads,0.429,0.571
Female,30,640,7500,Japan,Billboard-QR code,0.404,0.596
Female,30,640,7500,Japan,E-mails,0.407,0.593
Female,30,640,7500,Japan,Facebook-ads,0.411,0.589
Female,30,640,7500,Japan,Google-ads,0.414,0.586
